num_of_prev_attempts,studied_credits,withdrew,days_until_withdrawal,date_registration,avg_score,min_score,num_submitted,avg_delay,max_delay,total_weight_submitted,exam_score,avg_coursework_score,num_late_submissions,gender_M,region_East Midlands Region,region_Ireland,region_London Region,region_North Region,region_North Western Region,region_Scotland,region_South East Region,region_South Region,region_South West Region,region_Wales,region_West Midlands Region,region_Yorkshire Region,highest_education_HE Qualification,highest_education_Lower Than A Level,highest_education_No Formal quals,highest_education_Post Graduate Qualification,imd_band_10-20%,imd_band_20-30%,imd_band_30-40%,imd_band_40-50%,imd_band_50-60%,imd_band_60-70%,imd_band_70-80%,imd_band_80-90%,imd_band_90-100%,imd_band_Unknown,age_band_35-55,age_band_55<=,disability_Y
0,120,0,999,-74,40.5,1.0,2.0,-5.0,0.0,10.0,0.0,40.5,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,60,1,79,-24,92.0,84.0,4.0,-85.75,-2.0,25.0,0.0,92.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,60,1,-121,-161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,60,0,999,-28,72.4,46.0,10.0,0.2,3.0,218.0,71.0,72.55555555555556,4.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,120,1,23,-153,89.8,86.0,5.0,-2.4,3.0,102.0,0.0,89.8,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,60,0,999,-120,88.45454545454545,72.0,11.0,-4.909090909090909,6.0,100.0,0.0,88.45454545454545,5.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,60,0,999,-99,88.9090909090909,61.0,11.0,1.7272727272727273,6.0,100.0,0.0,88.9090909090909,7.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,120,0,999,-79,75.66666666666667,66.0,3.0,-66.66666666666667,-1.0,25.0,0.0,75.66666666666667,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-185,89.75,78.0,12.0,-46.083333333333336,-1.0,100.0,0.0,89.75,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3,60,0,999,-141,88.16666666666667,79.0,12.0,-68.5,1.0,100.0,0.0,88.16666666666667,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,120,0,999,-28,84.73333333333333,37.0,15.0,4.333333333333333,27.0,182.0,0.0,84.73333333333333,9.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,60,0,999,-71,74.0,60.0,12.0,-35.083333333333336,3.0,100.0,0.0,74.0,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,60,0,999,-134,77.08333333333333,56.0,12.0,-11.0,6.0,100.0,0.0,77.08333333333333,1.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-92,76.91666666666667,67.0,12.0,-71.91666666666667,-2.0,100.0,0.0,76.91666666666667,0.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,30,1,-9,-28,96.16666666666669,89.0,6.0,1.6666666666666667,5.0,134.0,90.0,97.4,4.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,60,1,27,-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,60,0,999,-143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,90,0,999,-74,77.16666666666667,63.0,12.0,-57.083333333333336,-1.0,100.0,0.0,77.16666666666667,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,150,1,3,-58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,120,0,999,-29,77.41666666666667,54.0,12.0,-10.666666666666666,21.0,100.0,0.0,77.41666666666667,6.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,90,1,12,-94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-23,88.0,77.0,12.0,-36.66666666666666,-1.0,100.0,0.0,88.0,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-9,66.0,66.0,1.0,0.0,0.0,12.5,0.0,66.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2,60,0,999,-22,100.0,100.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,60,0,999,-155,89.5,78.0,4.0,4.0,18.0,100.0,0.0,89.5,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,60,0,999,-32,76.0,71.0,5.0,0.0,0.0,100.0,0.0,76.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,30,0,999,-53,76.0,66.0,4.0,3.25,5.0,100.0,0.0,76.0,3.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,60,0,999,-22,71.66666666666667,24.0,12.0,-39.5,0.0,100.0,0.0,71.66666666666667,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,60,0,999,-58,80.1,63.0,10.0,1.5,6.0,99.0,0.0,80.1,5.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-37,14.5,0.0,2.0,31.5,63.0,40.0,0.0,14.5,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,60,0,999,-35,91.63636363636364,80.0,11.0,2.272727272727273,7.0,100.0,0.0,91.63636363636364,7.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,30,0,999,-24,69.33333333333333,53.0,9.0,-41.55555555555556,-2.0,0.0,0.0,69.33333333333333,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
0,120,0,999,-113,93.0,83.0,9.0,0.6666666666666666,5.0,200.0,96.0,92.625,4.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,180,0,999,-43,68.45454545454545,56.0,11.0,-59.63636363636363,8.0,75.0,0.0,68.45454545454545,4.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,30,0,999,-24,93.125,80.0,8.0,-39.75,-1.0,0.0,0.0,93.125,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-114,46.333333333333336,36.0,6.0,1.8333333333333333,6.0,44.0,0.0,46.333333333333336,4.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
0,60,1,207,-22,53.0,25.0,5.0,-0.8,4.0,80.0,0.0,53.0,1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,120,0,999,-53,77.0,56.0,7.0,0.2857142857142857,2.0,200.0,56.0,80.5,1.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,60,0,999,-23,85.44444444444444,59.0,9.0,6.111111111111111,29.0,81.0,0.0,85.44444444444444,8.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,180,1,206,-43,42.2,36.0,5.0,3.8,13.0,80.0,0.0,42.2,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-34,83.16666666666667,69.0,12.0,-59.66666666666666,8.0,100.0,0.0,83.16666666666667,4.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,120,1,-22,-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,60,1,0,-144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2,130,1,223,-15,68.66666666666667,44.0,9.0,-15.333333333333334,7.0,78.0,0.0,68.66666666666667,5.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,90,0,999,-122,80.21428571428571,67.0,14.0,-49.42857142857143,3.0,93.0,0.0,80.21428571428571,2.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-48,67.6,60.0,5.0,-2.4,-1.0,100.0,0.0,67.6,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,30,1,108,-50,55.0,55.0,1.0,-4.0,-4.0,0.0,0.0,55.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,90,1,-19,-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,120,1,97,-78,79.66666666666667,68.0,6.0,-97.5,-1.0,50.0,0.0,79.66666666666667,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,120,0,999,-53,79.0,68.0,9.0,0.8888888888888888,6.0,81.0,0.0,79.0,4.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0,30,0,999,-15,52.25,0.0,4.0,27.0,108.0,100.0,0.0,52.25,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-43,86.0,73.0,11.0,1.7272727272727273,6.0,100.0,0.0,86.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,210,1,54,-115,42.0,30.0,2.0,-101.0,3.0,12.5,0.0,42.0,1.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,60,0,999,-24,91.6923076923077,76.0,13.0,0.6153846153846154,2.0,300.0,76.0,93.0,4.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,60,0,999,-90,47.15384615384615,12.0,13.0,-0.2307692307692307,3.0,197.0,27.0,48.833333333333336,6.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,60,1,-46,-116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-149,75.4,60.0,5.0,-0.2,2.0,102.0,0.0,75.4,1.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,30,0,999,-39,87.22222222222223,60.0,9.0,-38.77777777777778,-2.0,0.0,0.0,87.22222222222223,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,90,0,999,-29,77.72727272727273,20.0,11.0,1.181818181818182,6.0,100.0,0.0,77.72727272727273,5.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,60,0,999,-53,76.25,53.0,12.0,-63.5,6.0,100.0,0.0,76.25,1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,120,0,999,-21,62.6,50.0,5.0,0.4,3.0,100.0,0.0,62.6,2.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,90,0,999,-53,77.45454545454545,55.0,11.0,0.4545454545454545,6.0,100.0,0.0,77.45454545454545,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,30,0,999,-129,73.0,28.0,9.0,-42.55555555555556,-2.0,0.0,0.0,73.0,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-53,62.0,24.0,6.0,-4.333333333333333,0.0,180.0,60.0,62.4,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,90,0,999,-47,71.33333333333333,41.0,15.0,0.1333333333333333,2.0,380.0,71.5,71.3076923076923,4.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,30,0,999,-25,69.5,61.0,2.0,4.5,5.0,44.0,0.0,69.5,2.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,120,1,0,-125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,60,1,-3,-144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2,60,0,999,-149,79.16666666666667,65.0,12.0,-25.58333333333333,0.0,100.0,0.0,79.16666666666667,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,60,0,999,-126,94.91666666666669,88.0,12.0,-52.5,0.0,100.0,0.0,94.91666666666669,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,60,0,999,-51,85.16666666666667,65.0,12.0,-3.4166666666666665,0.0,100.0,0.0,85.16666666666667,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-263,79.54545454545455,32.0,11.0,-41.36363636363637,8.0,100.0,0.0,79.54545454545455,4.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,30,0,999,-74,58.0,50.0,3.0,0.3333333333333333,4.0,72.0,0.0,58.0,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,180,0,999,-23,87.66666666666667,81.0,3.0,1.3333333333333333,6.0,24.0,0.0,87.66666666666667,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-196,61.0,46.0,12.0,-82.58333333333333,-1.0,100.0,0.0,61.0,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,60,0,999,13,78.0,78.0,1.0,11.0,11.0,12.5,0.0,78.0,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,120,0,999,-17,60.75,36.0,4.0,-99.0,0.0,25.0,0.0,60.75,0.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-25,47.333333333333336,0.0,3.0,-0.3333333333333333,0.0,40.0,0.0,47.333333333333336,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2,120,0,999,-220,72.0,72.0,4.0,-18.0,6.0,50.0,0.0,72.0,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,60,1,-68,-95,72.33333333333333,44.0,6.0,-20.666666666666668,19.0,75.0,0.0,72.33333333333333,2.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,120,1,123,-155,65.66666666666667,34.0,3.0,1.6666666666666667,3.0,18.0,0.0,65.66666666666667,2.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,75,0,999,-83,49.72727272727273,17.0,22.0,1.0454545454545454,5.0,391.0,34.0,51.3,13.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,60,0,999,-95,92.75,91.0,4.0,-2.0,-1.0,100.0,0.0,92.75,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,60,1,11,-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,120,0,999,-155,1.0,1.0,1.0,-2.0,-2.0,0.0,0.0,1.0,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,60,0,999,-72,64.0,40.0,11.0,1.818181818181818,6.0,100.0,0.0,64.0,7.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,60,0,999,-30,69.0,69.0,1.0,-1.0,-1.0,5.0,0.0,69.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,120,0,999,-50,87.0,74.0,2.0,2.0,2.0,19.0,0.0,87.0,2.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,30,0,999,-25,91.55555555555556,60.0,9.0,-35.22222222222222,0.0,0.0,0.0,91.55555555555556,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,60,0,999,-114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,120,0,999,-102,86.36363636363636,61.0,11.0,1.7272727272727273,6.0,100.0,0.0,86.36363636363636,6.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-113,72.4,63.0,5.0,-12.8,-2.0,100.0,0.0,72.4,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,120,0,999,-125,76.55555555555556,47.0,9.0,4.333333333333333,27.0,81.0,0.0,76.55555555555556,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,60,1,-7,-93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-124,83.55555555555556,64.0,9.0,2.0,5.0,200.0,74.0,84.75,5.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,30,0,999,-5,51.5,0.0,8.0,-35.375,0.0,0.0,0.0,51.5,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
0,60,0,999,-29,78.9090909090909,58.0,11.0,-1.4545454545454546,6.0,100.0,0.0,78.9090909090909,5.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,30,0,999,-17,92.33333333333331,80.0,9.0,-52.0,-14.0,0.0,0.0,92.33333333333331,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,90,0,999,-130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,60,0,999,-28,69.57142857142857,50.0,7.0,1.2857142857142858,4.0,25.0,0.0,69.57142857142857,5.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,90,0,999,-155,70.91666666666667,54.0,12.0,-56.083333333333336,-1.0,100.0,0.0,70.91666666666667,0.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,60,0,999,-73,90.2,85.0,10.0,-6.9,-1.0,100.0,0.0,90.2,0.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,60,0,999,-28,88.25,86.0,4.0,0.0,0.0,100.0,0.0,88.25,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,30,0,999,-17,72.25,62.0,4.0,-0.25,0.0,100.0,0.0,72.25,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,60,1,115,-81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,60,1,204,-79,94.0,84.0,6.0,-0.3333333333333333,3.0,100.0,0.0,94.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,60,1,129,-56,46.25,25.0,4.0,-11.75,-6.0,60.0,0.0,46.25,0.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,60,1,-61,-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,30,0,999,-149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,60,1,3,-30,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,90,0,999,-24,82.91666666666667,63.0,12.0,-7.666666666666667,1.0,100.0,0.0,82.91666666666667,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,60,0,999,13,71.0,56.0,6.0,-19.666666666666668,2.0,115.0,0.0,71.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,150,0,999,-44,88.0,73.0,6.0,-2.333333333333333,0.0,175.0,100.0,85.6,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,90,0,999,-87,72.5,54.0,12.0,-38.75,0.0,100.0,0.0,72.5,0.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,60,1,100,-122,87.5,86.0,2.0,-0.5,0.0,22.5,0.0,87.5,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,60,0,999,-66,71.2,57.0,5.0,-1.4,-1.0,100.0,0.0,71.2,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,60,0,999,-43,77.0,56.0,11.0,1.818181818181818,7.0,100.0,0.0,77.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,60,0,999,-40,92.42857142857144,87.0,7.0,-3.571428571428572,3.0,200.0,87.0,93.33333333333331,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,90,0,999,-100,56.0,56.0,1.0,3.0,3.0,2.0,0.0,56.0,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
